USPS,GEOID,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,county_code,County
CA,06081610203,3436,1002,606322,0,0.234,0,37.4797023,-122.2235825,81,San Mateo
CA,06081610302,2108,882,24084182,9394116,9.299,3.627,37.5128606,-122.2076803,81,San Mateo
CA,06081610303,7336,3075,3452298,1535928,1.333,0.593,37.5432736,-122.2418801,81,San Mateo
CA,06081610304,4023,1868,3500887,320306,1.352,0.124,37.5256571,-122.2561516,81,San Mateo
CA,06081610400,5623,1657,1012796,0,0.391,0,37.4825375,-122.1914884,81,San Mateo
CA,06081610500,4963,1326,1223678,0,0.472,0,37.4797497,-122.2044816,81,San Mateo
CA,06081610601,6257,1566,925049,0,0.357,0,37.4713247,-122.2090707,81,San Mateo
CA,06081610602,3386,1192,1066677,0,0.412,0,37.4745161,-122.1975156,81,San Mateo
CA,06081610700,5207,2139,1127014,0,0.435,0,37.4698505,-122.2190386,81,San Mateo
CA,06081610800,4721,1667,507450,0,0.196,0,37.4700717,-122.2260081,81,San Mateo
CA,06081610900,6932,2475,1102072,0,0.426,0,37.47659,-122.2320282,81,San Mateo
CA,06081611000,5707,2341,1373381,0,0.53,0,37.4662884,-122.2335642,81,San Mateo
CA,06081611100,5913,2311,3315152,12430,1.28,0.005,37.4580008,-122.2524753,81,San Mateo
CA,06081611200,3005,1096,1128646,0,0.436,0,37.4564906,-122.2345855,81,San Mateo
CA,06081611300,4757,2031,1748346,3654,0.675,0.001,37.451725,-122.2251406,81,San Mateo
CA,06081611400,4237,1515,8810787,82320,3.402,0.032,37.4463,-122.2147667,81,San Mateo
CA,06081611500,2677,1015,4182533,0,1.615,0,37.4675423,-122.1849613,81,San Mateo
CA,06081611600,2262,843,834461,0,0.322,0,37.4747978,-122.1706821,81,San Mateo
CA,06081611700,5970,1461,10158098,2449490,3.922,0.946,37.4941291,-122.1506224,81,San Mateo
CA,06081611800,4433,919,3943823,2162146,1.523,0.835,37.4770584,-122.1324808,81,San Mateo
CA,06081611900,10325,2657,3258093,53332,1.258,0.021,37.4667198,-122.1238259,81,San Mateo
CA,06081612000,7327,1629,1315880,0,0.508,0,37.4680579,-122.1465681,81,San Mateo
CA,06081612100,7041,3033,995624,0,0.384,0,37.459103,-122.1439038,81,San Mateo
CA,06081612500,4153,2211,1988515,0,0.768,0,37.455699,-122.177794,81,San Mateo
CA,06081612600,4156,2291,1304517,0,0.504,0,37.4492215,-122.1817224,81,San Mateo
CA,06081612700,2202,826,1275412,0,0.492,0,37.4439637,-122.1886855,81,San Mateo
CA,06081612800,3296,1213,1652956,0,0.638,0,37.4364399,-122.1923317,81,San Mateo
CA,06081612900,4356,1832,1604307,0,0.619,0,37.4321641,-122.2036897,81,San Mateo
CA,06081613000,3386,1605,4634461,3134,1.789,0.001,37.4227203,-122.20315,81,San Mateo
CA,06081613200,6494,2735,39937531,143549,15.42,0.055,37.3697092,-122.2158436,81,San Mateo
CA,06081613300,2723,1103,9448269,0,3.648,0,37.4403446,-122.2487924,81,San Mateo
CA,06081613400,3093,1297,45139439,14986,17.428,0.006,37.4210369,-122.2862916,81,San Mateo
CA,06081613501,4141,1353,84751757,5523041,32.723,2.132,37.5392774,-122.4241365,81,San Mateo
CA,06081613502,5975,2423,24120444,2196709,9.313,0.848,37.521253,-122.4708033,81,San Mateo
CA,06081613600,6018,2324,20859029,6167250,8.054,2.381,37.5417779,-122.4994673,81,San Mateo
CA,06081613700,8755,3484,110079587,6797967,42.502,2.625,37.4513441,-122.3672183,81,San Mateo
CA,06081613800,4005,1995,467847098,17495974,180.637,6.755,37.2768483,-122.3140903,81,San Mateo
CA,06081613900,6064,2267,2729644,0,1.054,0,37.4623955,-122.1619788,81,San Mateo
CA,06081614000,5458,1775,3139814,0,1.212,0,37.627813,-122.4599881,81,San Mateo
CA,06081984300,0,0,7903434,3606239,3.052,1.392,37.6147578,-122.3768614,81,San Mateo
CA,06081990100,0,0,0,677906681,0,261.741,37.6266098,-122.5248394,81,San Mateo
CA,06085500100,6339,2198,1954341,0,0.755,0,37.358556,-121.8927423,85,Santa Clara
CA,06085500200,5822,2134,1700003,0,0.656,0,37.3498787,-121.9021927,85,Santa Clara
CA,06085500300,3140,1313,2933489,0,1.133,0,37.3395861,-121.9079708,85,Santa Clara
CA,06085500400,2369,1010,1013101,0,0.391,0,37.3401731,-121.9220533,85,Santa Clara
CA,06085500500,5275,2079,2142489,0,0.827,0,37.3299649,-121.9279383,85,Santa Clara
CA,06085500600,4586,2226,1342337,0,0.518,0,37.3334189,-121.9145491,85,Santa Clara
CA,06085500800,2600,1881,1653497,0,0.638,0,37.330401,-121.8953781,85,Santa Clara
CA,06085500901,3723,2226,722306,0,0.279,0,37.3351796,-121.8840872,85,Santa Clara
CA,06085500902,4523,679,241029,0,0.093,0,37.3330035,-121.8796401,85,Santa Clara
CA,06085501000,4769,2190,802660,0,0.31,0,37.3416421,-121.8880715,85,Santa Clara
CA,06085501101,4074,1824,656886,0,0.254,0,37.3480957,-121.8919669,85,Santa Clara
CA,06085501102,4477,1401,1228600,0,0.474,0,37.3540562,-121.8812071,85,Santa Clara
CA,06085501200,4186,1438,831245,0,0.321,0,37.3465601,-121.8787471,85,Santa Clara
CA,06085501300,4153,1427,747097,0,0.288,0,37.3387146,-121.8745424,85,Santa Clara
CA,06085501401,3295,1019,1018022,0,0.393,0,37.3515633,-121.8697204,85,Santa Clara
CA,06085501402,2947,879,531135,0,0.205,0,37.3453849,-121.8664264,85,Santa Clara
CA,06085501501,4278,1180,628730,0,0.243,0,37.3417324,-121.8583166,85,Santa Clara
CA,06085501502,4549,1123,869756,0,0.336,0,37.3375921,-121.8644444,85,Santa Clara
CA,06085501600,6854,2649,1218253,0,0.47,0,37.3294823,-121.8750532,85,Santa Clara
CA,06085501700,4916,1302,1096103,0,0.423,0,37.3232689,-121.8863954,85,Santa Clara
CA,06085501800,5085,1771,1580035,0,0.61,0,37.3163893,-121.8970809,85,Santa Clara
CA,06085501900,4641,2374,1540485,0,0.595,0,37.3191212,-121.9087747,85,Santa Clara
CA,06085502001,5022,2091,1329202,0,0.513,0,37.3224697,-121.933096,85,Santa Clara
CA,06085502002,4887,1653,885846,0,0.342,0,37.3194479,-121.9208804,85,Santa Clara
CA,06085502101,4798,1988,1939622,0,0.749,0,37.3059812,-121.9360396,85,Santa Clara
CA,06085502102,7469,2704,1814501,0,0.701,0,37.3102822,-121.92545,85,Santa Clara
CA,06085502201,6260,2832,969612,0,0.374,0,37.3047197,-121.9206557,85,Santa Clara
CA,06085502202,2870,1461,1126328,0,0.435,0,37.2980264,-121.9206788,85,Santa Clara
CA,06085502301,3245,1389,1227226,0,0.474,0,37.3010965,-121.9070616,85,Santa Clara
CA,06085502302,2826,1303,671872,0,0.259,0,37.308305,-121.9083909,85,Santa Clara
CA,06085502400,6813,2921,2688470,0,1.038,0,37.3047565,-121.8926143,85,Santa Clara
CA,06085502500,6187,2525,2496652,0,0.964,0,37.2931927,-121.89284,85,Santa Clara
CA,06085502601,2626,1259,1413751,0,0.546,0,37.2902332,-121.9147109,85,Santa Clara
CA,06085502603,2527,1058,1211871,0,0.468,0,37.2875614,-121.9272408,85,Santa Clara
CA,06085502604,4320,2339,1281166,0,0.495,0,37.2837629,-121.9372417,85,Santa Clara
CA,06085502701,4874,2020,1726326,18131,0.667,0.007,37.2708696,-121.9375772,85,Santa Clara
CA,06085502702,8042,3257,3037784,0,1.173,0,37.2581371,-121.9426217,85,Santa Clara
CA,06085502800,4102,1413,1775816,0,0.686,0,37.2556691,-121.9230172,85,Santa Clara
CA,06085502901,5919,2286,1882500,0,0.727,0,37.2713891,-121.9270197,85,Santa Clara
CA,06085502902,7200,2716,2628377,0,1.015,0,37.273586,-121.9156579,85,Santa Clara
CA,06085502903,5075,1962,1882835,0,0.727,0,37.2779339,-121.9050522,85,Santa Clara
CA,06085502906,4521,1655,1545723,0,0.597,0,37.2478149,-121.9014215,85,Santa Clara
CA,06085502907,3912,1339,1251551,0,0.483,0,37.2633246,-121.8972821,85,Santa Clara
CA,06085502908,6683,2413,2081277,0,0.804,0,37.2593174,-121.9087056,85,Santa Clara
CA,06085502909,5073,2054,1301350,0,0.502,0,37.2564702,-121.887468,85,Santa Clara
CA,06085502910,3656,1506,1183485,0,0.457,0,37.2515075,-121.8839525,85,Santa Clara
CA,06085503001,4063,1635,1718308,0,0.663,0,37.2840451,-121.8920033,85,Santa Clara
CA,06085503002,3506,1318,1363479,0,0.526,0,37.2768712,-121.8872658,85,Santa Clara
CA,06085503003,5099,1798,1938815,0,0.749,0,37.2674809,-121.8850395,85,Santa Clara
CA,06085503105,2484,771,1778158,0,0.687,0,37.3262673,-121.858788,85,Santa Clara
CA,06085503108,7894,2844,2272863,0,0.878,0,37.2835094,-121.8737637,85,Santa Clara
CA,06085503110,4618,1104,802388,0,0.31,0,37.3331809,-121.8498004,85,Santa Clara
CA,06085503111,5101,1096,929168,0,0.359,0,37.3225762,-121.8397083,85,Santa Clara
CA,06085503112,4025,1520,1133544,0,0.438,0,37.3223412,-121.8709918,85,Santa Clara
CA,06085503113,4760,1337,717007,0,0.277,0,37.3157311,-121.8808148,85,Santa Clara
CA,06085503115,6027,2595,4536311,0,1.751,0,37.2891305,-121.857638,85,Santa Clara
CA,06085503116,5240,2222,1146796,0,0.443,0,37.2774532,-121.8537835,85,Santa Clara
CA,06085503117,3120,736,501088,0,0.193,0,37.3274092,-121.8515984,85,Santa Clara
CA,06085503118,5474,1673,565900,0,0.218,0,37.3186901,-121.8429997,85,Santa Clara
CA,06085503121,4499,1544,2194340,0,0.847,0,37.3061692,-121.8725149,85,Santa Clara
CA,06085503122,3449,1191,3619836,0,1.398,0,37.3125122,-121.8568692,85,Santa Clara
CA,06085503123,3585,1666,674476,0,0.26,0,37.2976689,-121.877883,85,Santa Clara
CA,06085503204,8175,2202,1414826,0,0.546,0,37.2891788,-121.8392542,85,Santa Clara
CA,06085503207,3938,1022,1331810,0,0.514,0,37.2944974,-121.8153841,85,Santa Clara
CA,06085503208,3985,869,1140270,18008,0.44,0.007,37.2807411,-121.8160936,85,Santa Clara
CA,06085503210,4453,957,1584266,0,0.612,0,37.2904578,-121.8229385,85,Santa Clara
CA,06085503211,4744,1125,1075874,0,0.415,0,37.3118522,-121.8323618,85,Santa Clara
CA,06085503212,4058,950,1685462,0,0.651,0,37.3046588,-121.8288535,85,Santa Clara
CA,06085503213,4494,1233,1099441,0,0.424,0,37.3016723,-121.8373674,85,Santa Clara
CA,06085503214,7253,2128,1785147,0,0.689,0,37.2991814,-121.8479711,85,Santa Clara
CA,06085503217,4512,1059,601906,0,0.232,0,37.2867501,-121.8303183,85,Santa Clara
CA,06085503218,4471,1137,586280,0,0.226,0,37.2804987,-121.8299116,85,Santa Clara
CA,06085503304,6916,1822,1446548,0,0.559,0,37.3126595,-121.8211413,85,Santa Clara
CA,06085503305,6069,1449,2325347,0,0.898,0,37.3198698,-121.8146764,85,Santa Clara
CA,06085503306,4311,890,1667716,0,0.644,0,37.3314079,-121.822135,85,Santa Clara
CA,06085503312,3365,1074,15043639,0,5.808,0,37.3488066,-121.7629797,85,Santa Clara
CA,06085503313,4582,1279,1617070,0,0.624,0,37.3313031,-121.7764533,85,Santa Clara
CA,06085503315,7481,1983,1643939,0,0.635,0,37.3184116,-121.801337,85,Santa Clara
CA,06085503321,4658,1088,1753663,246839,0.677,0.095,37.3320129,-121.8050669,85,Santa Clara
CA,06085503322,4173,1022,1443956,0,0.558,0,37.3413456,-121.7977322,85,Santa Clara
CA,06085503323,4688,1196,1131861,0,0.437,0,37.3336993,-121.7916431,85,Santa Clara
CA,06085503324,3543,897,828277,0,0.32,0,37.3276397,-121.7892724,85,Santa Clara
CA,06085503325,4448,1143,1121420,0,0.433,0,37.3206847,-121.7889643,85,Santa Clara
CA,06085503326,6650,1740,4234275,0,1.635,0,37.32486,-121.7642787,85,Santa Clara
CA,06085503327,4712,1450,1454547,0,0.562,0,37.3079908,-121.7887699,85,Santa Clara
CA,06085503329,3461,972,1173817,0,0.453,0,37.3115068,-121.7792597,85,Santa Clara
CA,06085503330,7618,2093,17782063,0,6.866,0,37.3090443,-121.7397981,85,Santa Clara
CA,06085503331,3173,1416,1366061,0,0.527,0,37.2948902,-121.7588033,85,Santa Clara
CA,06085503332,5363,2569,7876644,0,3.041,0,37.281579,-121.738317,85,Santa Clara
CA,06085503333,4585,1296,2062472,0,0.796,0,37.3011016,-121.788561,85,Santa Clara
CA,06085503334,8854,2622,13191263,0,5.093,0,37.2791433,-121.7688495,85,Santa Clara
CA,06085503336,3492,867,912165,0,0.352,0,37.3067237,-121.8043549,85,Santa Clara
CA,06085503337,3772,948,753768,0,0.291,0,37.3010538,-121.8099466,85,Santa Clara
CA,06085503401,4915,946,749899,0,0.29,0,37.3330501,-121.8399909,85,Santa Clara
CA,06085503402,5263,1184,840439,0,0.324,0,37.3256266,-121.8346802,85,Santa Clara
CA,06085503504,6463,1197,1121554,0,0.433,0,37.3358272,-121.8341637,85,Santa Clara
CA,06085503506,6432,1259,999855,0,0.386,0,37.3436482,-121.8272382,85,Santa Clara
CA,06085503507,2182,380,388538,0,0.15,0,37.340185,-121.8319402,85,Santa Clara
CA,06085503508,6219,1268,1008147,0,0.389,0,37.3545123,-121.81141,85,Santa Clara
CA,06085503509,4040,872,1078700,0,0.416,0,37.3487217,-121.801472,85,Santa Clara
CA,06085503510,5968,1340,1032932,0,0.399,0,37.3494389,-121.8196391,85,Santa Clara
CA,06085503511,3665,831,829164,0,0.32,0,37.3426023,-121.8140638,85,Santa Clara
CA,06085503601,2992,891,1345087,0,0.519,0,37.3583881,-121.8661537,85,Santa Clara
CA,06085503602,4741,1285,1196499,0,0.462,0,37.3445854,-121.8522546,85,Santa Clara
CA,06085503703,4271,899,672482,0,0.26,0,37.3456739,-121.8394637,85,Santa Clara
CA,06085503707,5462,1404,753442,0,0.291,0,37.3579135,-121.8538119,85,Santa Clara
CA,06085503708,2725,735,1216713,0,0.47,0,37.3694495,-121.8546427,85,Santa Clara
CA,06085503709,5088,1403,884968,0,0.342,0,37.3645486,-121.8620422,85,Santa Clara
CA,06085503710,3599,959,601553,0,0.232,0,37.3546903,-121.8470155,85,Santa Clara
CA,06085503711,4763,1006,943398,0,0.364,0,37.3498953,-121.8444424,85,Santa Clara
CA,06085503712,4108,1357,645945,0,0.249,0,37.3622455,-121.8467084,85,Santa Clara
CA,06085503713,2974,1122,492429,0,0.19,0,37.3647065,-121.8410727,85,Santa Clara
CA,06085503802,7884,2295,1674998,0,0.647,0,37.3842879,-121.8355147,85,Santa Clara
CA,06085503803,4477,1365,1045532,0,0.404,0,37.383627,-121.8497165,85,Santa Clara
CA,06085503804,4980,1605,1521963,0,0.588,0,37.3758853,-121.8449069,85,Santa Clara
CA,06085503902,5440,1490,1024049,0,0.395,0,37.3735434,-121.8283233,85,Santa Clara
CA,06085503903,3301,920,924112,0,0.357,0,37.3684724,-121.8355596,85,Santa Clara
CA,06085504001,6017,1514,1136280,0,0.439,0,37.3586509,-121.8272278,85,Santa Clara
CA,06085504002,5875,1367,1041940,0,0.402,0,37.3547085,-121.8340698,85,Santa Clara
CA,06085504101,4273,1036,994870,0,0.384,0,37.369339600000004,-121.8203847,85,Santa Clara
CA,06085504102,5480,1342,1344233,0,0.519,0,37.3640773,-121.8149477,85,Santa Clara
CA,06085504201,4779,1706,2988138,0,1.154,0,37.3845939,-121.8211438,85,Santa Clara
CA,06085504202,4530,1538,15548987,0,6.003,0,37.3764316,-121.7922139,85,Santa Clara
CA,06085504307,5563,1754,1705103,0,0.658,0,37.390685,-121.8525944,85,Santa Clara
CA,06085504308,4415,1500,18611997,1413,7.186,0.001,37.4096778,-121.8137292,85,Santa Clara
CA,06085504311,7062,2355,2176492,0,0.84,0,37.3775245,-121.8845877,85,Santa Clara
CA,06085504314,4753,1309,1475201,0,0.57,0,37.401826,-121.8548247,85,Santa Clara
CA,06085504315,6562,1966,1586752,0,0.613,0,37.4093269,-121.8596884,85,Santa Clara
CA,06085504316,4839,1401,1110419,0,0.429,0,37.3868655,-121.8708475,85,Santa Clara
CA,06085504317,4429,1222,1191014,0,0.46,0,37.3828815,-121.8767483,85,Santa Clara
CA,06085504318,5265,1662,4360296,0,1.684,0,37.376939,-121.8957703,85,Santa Clara
CA,06085504319,6936,2017,2071841,0,0.8,0,37.3736366,-121.8672939,85,Santa Clara
CA,06085504320,2903,844,937024,0,0.362,0,37.4027856,-121.8714503,85,Santa Clara
CA,06085504321,5346,1552,1476840,0,0.57,0,37.3930724,-121.8652078,85,Santa Clara
CA,06085504322,5263,2116,3195057,0,1.234,0,37.3943303,-121.8929601,85,Santa Clara
CA,06085504323,5741,1835,1268934,0,0.49,0,37.3987983,-121.8810857,85,Santa Clara
CA,06085504410,4431,1221,1111333,0,0.429,0,37.4093875,-121.8789262,85,Santa Clara
CA,06085504411,5450,1535,1366097,0,0.527,0,37.4161016,-121.864835,85,Santa Clara
CA,06085504412,4901,1297,983333,0,0.38,0,37.4394982,-121.8818676,85,Santa Clara
CA,06085504413,1714,692,634125,0,0.245,0,37.4373171,-121.9047132,85,Santa Clara
CA,06085504414,5092,1509,1777076,6288,0.686,0.002,37.4399072,-121.8969311,85,Santa Clara
CA,06085504415,5116,1530,1206871,0,0.466,0,37.4260378,-121.8694198,85,Santa Clara
CA,06085504416,3591,1089,1125020,0,0.434,0,37.4206966,-121.8760953,85,Santa Clara
CA,06085504417,323,116,8591819,8981,3.317,0.003,37.4321281,-121.8525394,85,Santa Clara
CA,06085504418,4883,1323,1027893,0,0.397,0,37.4320059,-121.8805851,85,Santa Clara
CA,06085504420,4555,1383,16818824,138917,6.494,0.054,37.4597212,-121.8680063,85,Santa Clara
CA,06085504421,4733,1344,1606731,0,0.62,0,37.4513759,-121.9009699,85,Santa Clara
CA,06085504422,3672,1015,867123,0,0.335,0,37.4585704,-121.906949,85,Santa Clara
CA,06085504423,2373,654,556895,0,0.215,0,37.4335965,-121.8706784,85,Santa Clara
CA,06085504504,9882,2749,5980134,0,2.309,0,37.4216447,-121.8964329,85,Santa Clara
CA,06085504505,4418,1310,2031260,0,0.784,0,37.409121,-121.902293,85,Santa Clara
CA,06085504506,5924,2169,1811065,0,0.699,0,37.4503035,-121.9161877,85,Santa Clara
CA,06085504507,5768,1694,1794239,0,0.693,0,37.4356863,-121.9129194,85,Santa Clara
CA,06085504601,817,365,19244278,8837765,7.43,3.412,37.4427987,-122.0860401,85,Santa Clara
CA,06085504602,2144,637,57092745,6754901,22.044,2.608,37.4495367,-121.9948126,85,Santa Clara
CA,06085504700,719,188,6406639,0,2.474,0,37.4164755,-122.0497236,85,Santa Clara
CA,06085504802,5242,1813,1829859,0,0.707,0,37.4003921,-121.9911728,85,Santa Clara
CA,06085504803,5756,2548,1444182,0,0.558,0,37.4010794,-122.01954,85,Santa Clara
CA,06085504805,5294,2375,1450465,0,0.56,0,37.4031482,-122.0033848,85,Santa Clara
CA,06085504806,2930,779,822813,0,0.318,0,37.3959254,-122.0016057,85,Santa Clara
CA,06085504901,9530,4176,1419834,0,0.548,0,37.3962507,-121.9509272,85,Santa Clara
CA,06085505001,9741,3713,8934143,0,3.449,0,37.4003031,-121.9712124,85,Santa Clara
CA,06085505006,3898,2008,13912646,0,5.372,0,37.3933698,-121.921025,85,Santa Clara
CA,06085505007,4083,995,3051226,0,1.178,0,37.3851853,-121.9480576,85,Santa Clara
CA,06085505008,5254,2771,1652134,0,0.638,0,37.4054144,-121.9437133,85,Santa Clara
CA,06085505009,6256,2403,3589973,0,1.386,0,37.4150735,-121.9454866,85,Santa Clara
CA,06085505100,3027,1481,6989755,0,2.699,0,37.3629186,-121.9239674,85,Santa Clara
CA,06085505202,5867,2297,9207387,0,3.555,0,37.3702343,-121.960583,85,Santa Clara
CA,06085505203,4809,1533,1485651,0,0.574,0,37.3470382,-121.9331084,85,Santa Clara
CA,06085505301,4424,1373,923652,0,0.357,0,37.3678358,-121.9848087,85,Santa Clara
CA,06085505302,4015,1475,1438915,0,0.556,0,37.3606844,-121.9724091,85,Santa Clara
CA,06085505303,5940,2198,1084286,0,0.419,0,37.3583043,-121.9639652,85,Santa Clara
CA,06085505304,3265,1096,999631,0,0.386,0,37.3595225,-121.9814202,85,Santa Clara
CA,06085505305,5514,2108,1561370,0,0.603,0,37.359077,-121.9905577,85,Santa Clara
CA,06085505401,5957,2557,1173974,0,0.453,0,37.3489609,-121.9871421,85,Santa Clara
CA,06085505402,3026,1160,1064749,0,0.411,0,37.3461125,-121.9734997,85,Santa Clara
CA,06085505403,6595,2775,1386957,0,0.536,0,37.3417866,-121.9862817,85,Santa Clara
CA,06085505500,3911,1647,1374612,0,0.531,0,37.347132,-121.9620692,85,Santa Clara
CA,06085505600,3880,1348,956393,0,0.369,0,37.350955,-121.9459448,85,Santa Clara
CA,06085505700,5751,2420,1612249,0,0.622,0,37.3430376,-121.9443765,85,Santa Clara
CA,06085505800,3741,1597,1682089,0,0.649,0,37.3316017,-121.9440215,85,Santa Clara
CA,06085505900,7079,3187,2151591,0,0.831,0,37.330263,-121.9571425,85,Santa Clara
CA,06085506000,4617,1905,1326906,0,0.512,0,37.3378469,-121.9622644,85,Santa Clara
CA,06085506101,4615,1738,1509982,0,0.583,0,37.3341541,-121.984583,85,Santa Clara
CA,06085506102,3808,1606,1136641,0,0.439,0,37.3314684,-121.9714315,85,Santa Clara
CA,06085506103,4699,1702,1535915,0,0.593,0,37.3268108,-121.9858241,85,Santa Clara
CA,06085506202,6959,2637,2514791,0,0.971,0,37.3011234,-121.9904291,85,Santa Clara
CA,06085506203,6163,2532,1084078,0,0.419,0,37.3206997,-121.9829171,85,Santa Clara
CA,06085506204,6064,2169,1828424,0,0.706,0,37.3136592,-121.9864204,85,Santa Clara
CA,06085506301,5334,2428,1470961,0,0.568,0,37.3197153,-121.9614732,85,Santa Clara
CA,06085506302,6388,2559,2028000,0,0.783,0,37.3089211,-121.9568721,85,Santa Clara
CA,06085506304,4958,2160,1092965,0,0.422,0,37.3123141,-121.9703514,85,Santa Clara
CA,06085506305,7191,2591,1093079,0,0.422,0,37.3045269,-121.9716416,85,Santa Clara
CA,06085506401,4380,2162,1326323,0,0.512,0,37.3163751,-121.9452892,85,Santa Clara
CA,06085506402,5733,2331,1461151,0,0.564,0,37.301578,-121.9450314,85,Santa Clara
CA,06085506501,7710,2596,882137,0,0.341,0,37.2980229,-121.9560416,85,Santa Clara
CA,06085506502,3907,2040,2825991,227607,1.091,0.088,37.2790204,-121.9470351,85,Santa Clara
CA,06085506503,6045,2751,1775799,0,0.686,0,37.2856669,-121.9547372,85,Santa Clara
CA,06085506601,4482,1770,1573271,0,0.607,0,37.2928225,-121.9823777,85,Santa Clara
CA,06085506603,4070,1421,1296324,0,0.501,0,37.2821666,-121.9693371,85,Santa Clara
CA,06085506604,7324,2645,2454219,0,0.948,0,37.2807949,-121.9867326,85,Santa Clara
CA,06085506605,3941,1578,1013345,0,0.391,0,37.2973663,-121.9693447,85,Santa Clara
CA,06085506606,4453,1704,1187738,0,0.459,0,37.2902052,-121.9687764,85,Santa Clara
CA,06085506701,3954,1381,1596108,0,0.616,0,37.2706408,-121.9793326,85,Santa Clara
CA,06085506702,5455,2143,1676460,0,0.647,0,37.2742997,-121.9625104,85,Santa Clara
CA,06085506703,3625,1470,1354461,0,0.523,0,37.2646993,-121.9669404,85,Santa Clara
CA,06085506801,5871,2311,2882024,0,1.113,0,37.242205,-121.9563811,85,Santa Clara
CA,06085506802,5237,1947,2034143,0,0.785,0,37.24693,-121.93624,85,Santa Clara
CA,06085506803,6883,2466,2277629,0,0.879,0,37.2427781,-121.9143194,85,Santa Clara
CA,06085506804,3629,1372,1542194,0,0.595,0,37.239751,-121.9339443,85,Santa Clara
CA,06085506900,7436,2740,9403311,0,3.631,0,37.2276327,-121.9321689,85,Santa Clara
CA,06085507001,6504,3290,11897864,0,4.594,0,37.2212376,-121.9934281,85,Santa Clara
CA,06085507002,2800,1079,13627714,0,5.262,0,37.2095465,-121.9492004,85,Santa Clara
CA,06085507100,2683,1377,1597482,206446,0.617,0.08,37.2380768,-121.9735787,85,Santa Clara
CA,06085507203,2632,1203,1805341,0,0.697,0,37.2513154,-121.9644741,85,Santa Clara
CA,06085507205,4475,1961,3438300,0,1.328,0,37.2575105,-121.9811671,85,Santa Clara
CA,06085507206,2724,1036,3153845,0,1.218,0,37.2435393,-121.9857093,85,Santa Clara
CA,06085507301,6555,2553,8500753,0,3.282,0,37.2589677,-122.0078856,85,Santa Clara
CA,06085507302,2725,1091,11930591,0,4.606,0,37.2382823,-122.0292243,85,Santa Clara
CA,06085507401,5624,1947,3231098,0,1.248,0,37.2882356,-122.0182629,85,Santa Clara
CA,06085507402,3881,1524,2340944,0,0.904,0,37.2818643,-121.9995034,85,Santa Clara
CA,06085507500,5810,2047,3708967,0,1.432,0,37.274416,-122.0239096,85,Santa Clara
CA,06085507600,5563,2065,13876452,0,5.358,0,37.2712577,-122.0526843,85,Santa Clara
CA,06085507701,4039,1397,2638729,2520,1.019,0.001,37.3185985,-122.0493596,85,Santa Clara
CA,06085507702,6126,2091,7748628,177023,2.992,0.068,37.2991911,-122.0617266,85,Santa Clara
CA,06085507703,7706,2812,6522939,82312,2.519,0.032,37.3194403,-122.075678,85,Santa Clara
CA,06085507805,5397,2191,2121828,0,0.819,0,37.333367,-122.0521886,85,Santa Clara
CA,06085507806,5889,2039,1884224,0,0.728,0,37.3285223,-122.0408528,85,Santa Clara
CA,06085507807,3219,1053,997046,0,0.385,0,37.3124131,-122.0405535,85,Santa Clara
CA,06085507808,5508,1822,1705828,0,0.659,0,37.3022842,-122.0379145,85,Santa Clara
CA,06085507903,4828,1634,1502938,0,0.58,0,37.3026196,-122.0102043,85,Santa Clara
CA,06085507904,3367,1114,1278354,0,0.494,0,37.3019066,-122.001903,85,Santa Clara
CA,06085507905,5784,2211,1452363,0,0.561,0,37.3026314,-122.028113,85,Santa Clara
CA,06085507906,4460,1449,1424338,0,0.55,0,37.301992,-122.0192271,85,Santa Clara
CA,06085508001,7377,2853,2271488,0,0.877,0,37.3166376,-122.0226572,85,Santa Clara
CA,06085508003,2222,763,798137,0,0.308,0,37.3171027,-122.0102662,85,Santa Clara
CA,06085508004,6090,2176,1433219,0,0.553,0,37.3163812,-122.0012583,85,Santa Clara
CA,06085508101,6740,2364,2646565,0,1.022,0,37.3302918,-122.0233152,85,Santa Clara
CA,06085508102,3321,1310,2719935,0,1.05,0,37.3303283,-122.0049293,85,Santa Clara
CA,06085508202,7684,2893,2601653,0,1.005,0,37.3449022,-122.0049605,85,Santa Clara
CA,06085508203,5172,1847,1563578,0,0.604,0,37.3451032,-122.0268266,85,Santa Clara
CA,06085508204,4194,1497,1019062,0,0.393,0,37.3445479,-122.0178787,85,Santa Clara
CA,06085508301,4410,1567,1983549,0,0.766,0,37.344829,-122.0571249,85,Santa Clara
CA,06085508303,2562,927,1234162,0,0.477,0,37.3448815,-122.0458424,85,Santa Clara
CA,06085508304,7957,3088,1295658,0,0.5,0,37.3448183,-122.0369674,85,Santa Clara
CA,06085508401,6834,2612,2506480,0,0.968,0,37.3626565,-122.0562245,85,Santa Clara
CA,06085508403,2817,1079,1273095,0,0.492,0,37.3556392,-122.0415383,85,Santa Clara
CA,06085508404,6023,2370,1864324,0,0.72,0,37.3646098,-122.0416426,85,Santa Clara
CA,06085508503,6506,2935,1468435,0,0.567,0,37.3573031,-122.0260528,85,Santa Clara
CA,06085508504,7701,3321,1280611,0,0.494,0,37.3624639,-122.0203525,85,Santa Clara
CA,06085508505,4392,2024,1156962,0,0.447,0,37.3588302,-122.009868,85,Santa Clara
